supertype_color,class_color,class_label,subclass_color,subclass_label,supertype_label,value,class_bigwig,subclass_bigwig,supertype_bigwig
#FF7600,#0D47A1,MB Glut,#F2FF73,PAG Pou4f1 Ebf2 Glut,PAG Pou4f1 Ebf2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f1_Ebf2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f1_Ebf2_Glut_4.bw
#FEFF4D,#0D47A1,MB Glut,#F2FF73,PAG Pou4f1 Ebf2 Glut,PAG Pou4f1 Ebf2 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f1_Ebf2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f1_Ebf2_Glut_5.bw
#99932E,#0D47A1,MB Glut,#F2FF73,PAG Pou4f1 Ebf2 Glut,PAG Pou4f1 Ebf2 Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f1_Ebf2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f1_Ebf2_Glut_6.bw
#9FCC1F,#0D47A1,MB Glut,#F2FF73,PAG Pou4f1 Ebf2 Glut,PAG Pou4f1 Ebf2 Glut_7,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f1_Ebf2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f1_Ebf2_Glut_7.bw
#E573FF,#0D47A1,MB Glut,#F2FF73,PAG Pou4f1 Ebf2 Glut,PAG Pou4f1 Ebf2 Glut_8,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f1_Ebf2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f1_Ebf2_Glut_8.bw
#422E66,#0D47A1,MB Glut,#990027,PAG Pou4f2 Glut,PAG Pou4f2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Glut_1.bw
#267F00,#0D47A1,MB Glut,#990027,PAG Pou4f2 Glut,PAG Pou4f2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Glut_2.bw
#99D5FF,#0D47A1,MB Glut,#990027,PAG Pou4f2 Glut,PAG Pou4f2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Glut_3.bw
#1CFF00,#0D47A1,MB Glut,#990027,PAG Pou4f2 Glut,PAG Pou4f2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Glut_4.bw
#CC6400,#0D47A1,MB Glut,#990027,PAG Pou4f2 Glut,PAG Pou4f2 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Glut_5.bw
#99482E,#0D47A1,MB Glut,#5FCC5C,PAG Pou4f2 Mesi2 Glut,PAG Pou4f2 Mesi2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Mesi2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Mesi2_Glut_1.bw
#FFAF73,#0D47A1,MB Glut,#5FCC5C,PAG Pou4f2 Mesi2 Glut,PAG Pou4f2 Mesi2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Mesi2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Mesi2_Glut_2.bw
#66211F,#0D47A1,MB Glut,#5FCC5C,PAG Pou4f2 Mesi2 Glut,PAG Pou4f2 Mesi2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Mesi2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Mesi2_Glut_3.bw
#0058CC,#0D47A1,MB Glut,#5FCC5C,PAG Pou4f2 Mesi2 Glut,PAG Pou4f2 Mesi2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Mesi2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Mesi2_Glut_4.bw
#FF99CC,#0D47A1,MB Glut,#5FCC5C,PAG Pou4f2 Mesi2 Glut,PAG Pou4f2 Mesi2 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Mesi2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Mesi2_Glut_5.bw
#2726FF,#0D47A1,MB Glut,#5FCC5C,PAG Pou4f2 Mesi2 Glut,PAG Pou4f2 Mesi2 Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f2_Mesi2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f2_Mesi2_Glut_6.bw
#689945,#0D47A1,MB Glut,#CC3D9D,SC Bnc2 Glut,SC Bnc2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SC_Bnc2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SC_Bnc2_Glut_1.bw
#FF73E6,#0D47A1,MB Glut,#CC3D9D,SC Bnc2 Glut,SC Bnc2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SC_Bnc2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SC_Bnc2_Glut_2.bw
#892E99,#0D47A1,MB Glut,#CC3D9D,SC Bnc2 Glut,SC Bnc2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SC_Bnc2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SC_Bnc2_Glut_3.bw
#00996E,#0D47A1,MB Glut,#CC3D9D,SC Bnc2 Glut,SC Bnc2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SC_Bnc2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SC_Bnc2_Glut_4.bw
#992E4B,#0D47A1,MB Glut,#47FF26,SCig Foxb1 Glut,SCig Foxb1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCig_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCig_Foxb1_Glut_1.bw
#CC9C5C,#0D47A1,MB Glut,#47FF26,SCig Foxb1 Glut,SCig Foxb1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCig_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCig_Foxb1_Glut_2.bw
#CC0019,#0D47A1,MB Glut,#47FF26,SCig Foxb1 Glut,SCig Foxb1 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCig_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCig_Foxb1_Glut_3.bw
#1FCC4E,#0D47A1,MB Glut,#47FF26,SCig Foxb1 Glut,SCig Foxb1 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCig_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCig_Foxb1_Glut_4.bw
#663D41,#0D47A1,MB Glut,#453D66,SCig-an-PPT Foxb1 Glut,SCig-an-PPT Foxb1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCig_an_PPT_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCig_an_PPT_Foxb1_Glut_1.bw
#99E0FF,#0D47A1,MB Glut,#5C73CC,SCig Foxb1 Otx2 Glut,SCig Foxb1 Otx2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCig_Foxb1_Otx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCig_Foxb1_Otx2_Glut_1.bw
#001B66,#0D47A1,MB Glut,#7ACCBE,SCdg-PAG Tfap2b Glut,SCdg-PAG Tfap2b Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCdg_PAG_Tfap2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCdg_PAG_Tfap2b_Glut_1.bw
#CCB35C,#0D47A1,MB Glut,#50662E,SCiw Pitx2 Glut,SCiw Pitx2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCiw_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCiw_Pitx2_Glut_1.bw
#51662E,#0D47A1,MB Glut,#50662E,SCiw Pitx2 Glut,SCiw Pitx2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCiw_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCiw_Pitx2_Glut_2.bw
#CC3D58,#0D47A1,MB Glut,#50662E,SCiw Pitx2 Glut,SCiw Pitx2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCiw_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCiw_Pitx2_Glut_3.bw
#4DE5FF,#0D47A1,MB Glut,#6C1799,IC Tfap2d Maf Glut,IC Tfap2d Maf Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IC_Tfap2d_Maf_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IC_Tfap2d_Maf_Glut_1.bw
#99992E,#0D47A1,MB Glut,#6C1799,IC Tfap2d Maf Glut,IC Tfap2d Maf Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IC_Tfap2d_Maf_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IC_Tfap2d_Maf_Glut_2.bw
#FF0021,#0D47A1,MB Glut,#6C1799,IC Tfap2d Maf Glut,IC Tfap2d Maf Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IC_Tfap2d_Maf_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IC_Tfap2d_Maf_Glut_3.bw
#E0FF00,#0D47A1,MB Glut,#6C1799,IC Tfap2d Maf Glut,IC Tfap2d Maf Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IC_Tfap2d_Maf_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IC_Tfap2d_Maf_Glut_4.bw
#5CCC73,#0D47A1,MB Glut,#6C1799,IC Tfap2d Maf Glut,IC Tfap2d Maf Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IC_Tfap2d_Maf_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IC_Tfap2d_Maf_Glut_5.bw
#1B9917,#0D47A1,MB Glut,#6C1799,IC Tfap2d Maf Glut,IC Tfap2d Maf Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IC_Tfap2d_Maf_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IC_Tfap2d_Maf_Glut_6.bw
#13d9f7,#0D47A1,MB Glut,#CC7A7E,CUN-PPN Evx2 Meis2 Glut,CUN-PPN Evx2 Meis2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_PPN_Evx2_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_PPN_Evx2_Meis2_Glut_1.bw
#995D17,#0D47A1,MB Glut,#CC7A7E,CUN-PPN Evx2 Meis2 Glut,CUN-PPN Evx2 Meis2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_PPN_Evx2_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_PPN_Evx2_Meis2_Glut_2.bw
#66573D,#0D47A1,MB Glut,#CC7A7E,CUN-PPN Evx2 Meis2 Glut,CUN-PPN Evx2 Meis2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_PPN_Evx2_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_PPN_Evx2_Meis2_Glut_3.bw
#992E62,#0D47A1,MB Glut,#CC7A7E,CUN-PPN Evx2 Meis2 Glut,CUN-PPN Evx2 Meis2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_PPN_Evx2_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_PPN_Evx2_Meis2_Glut_4.bw
#39FF26,#0D47A1,MB Glut,#CC7A7E,CUN-PPN Evx2 Meis2 Glut,CUN-PPN Evx2 Meis2 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_PPN_Evx2_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_PPN_Evx2_Meis2_Glut_5.bw
#187bdd,#0D47A1,MB Glut,#00CC7F,PBG Mtnr1a Glut-Chol,PBG Mtnr1a Glut-Chol_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PBG_Mtnr1a_Glut_Chol.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PBG_Mtnr1a_Glut_Chol_1.bw
#d15c08,#0D47A1,MB Glut,#ED0000,PAG Tcf24 Glut,PAG Tcf24 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Tcf24_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Tcf24_Glut_1.bw
#2685FF,#0D47A1,MB Glut,#002099,SCig Tfap2b Chrnb3 Glut,SCig Tfap2b Chrnb3 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCig_Tfap2b_Chrnb3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCig_Tfap2b_Chrnb3_Glut_1.bw
#0F4166,#0D47A1,MB Glut,#FF73FF,SCop Pou4f2 Neurod2 Glut,SCop Pou4f2 Neurod2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCop_Pou4f2_Neurod2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCop_Pou4f2_Neurod2_Glut_1.bw
#26FFEA,#0D47A1,MB Glut,#B899FF,SCsg Pde5a Glut,SCsg Pde5a Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCsg_Pde5a_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCsg_Pde5a_Glut_1.bw
#741799,#0D47A1,MB Glut,#B899FF,SCsg Pde5a Glut,SCsg Pde5a Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCsg_Pde5a_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCsg_Pde5a_Glut_2.bw
#662E3A,#0D47A1,MB Glut,#B899FF,SCsg Pde5a Glut,SCsg Pde5a Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SCsg_Pde5a_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SCsg_Pde5a_Glut_3.bw
